,name,rating,review,ctype,hq,old,employees
1095,Tata Starbucks,4.3,(333 Reviews),JV,Seattle + 21 more,51 years old,1k-5k employees (India)
1096,Titan Eye Plus,4.3,(333 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 74 more",15 years old,5k-10k employees (Global)
1097,Raychem RPG,4.1,(333 Reviews),Private,"Mumbai,Maharashtra + 18 more",33 years old,501-1k employees (India)
1098,NBTC GROUP,3.8,(333 Reviews),Private,Al Ahmadi + 19 more,45 years old,501-1k employees (India)
1099,Levi Strauss & Co.,4.4,(333 Reviews),Public,San Francisco + 59 more,28 years old,1k-5k employees (India)
1100,Renault,3.9,(332 Reviews),Private,Boulogne Billancourt Cedex + 120 more,124 years old,10k-50k employees (India)
1101,Al Turki Enterpris...,3.4,(332 Reviews),Private,Muscat + 6 more,17 years old,201-500 employees (India)
1102,Sayaji Hotels,4.3,(332 Reviews),Public,"Indore,Madhya Pradesh + 19 more",35 years old,1k-5k employees (India)
1103,Electrotherm,4.0,(331 Reviews),Public,"Ahmedabad,Gujarat + 18 more",39 years old,1k-5k employees (India)
1104,Hilton,4.3,(331 Reviews),Private,"Mclean,Virginia + 25 more",103 years old,1k-5k employees (India)
1105,Hitachi Payment Se...,3.9,(331 Reviews),Private,"Delhi/NCR,Delhi + 24 more",17 years old,1k-5k employees (India)
1106,Encore Capital Gro...,4.2,(331 Reviews),Private,"San Diego,California + 2 more",69 years old,1k-5k employees (India)
1107,House Of Anita Don...,4.3,(330 Reviews),"Navi Mumbai,Maharashtra + 35 more",24 years old,1k-5k employees (India),
1108,Arohan Financial S...,4.1,(329 Reviews),Private,"Kolkata,West Bengal + 80 more",16 years old,1k-5k employees (India)
1109,Progressive Infote...,3.7,(329 Reviews),Private,"Noida,Uttar Pradesh + 33 more",24 years old,1k-5k employees (India)
1110,Aparajitha Corpora...,3.9,(328 Reviews),Private,"Madurai,Tamil Nadu + 40 more",22 years old,1k-5k employees (India)
1111,Avalon Technologie...,3.8,(328 Reviews),Private,"Chennai,Tamil Nadu + 5 more",20 years old,501-1k employees (India)
1112,Essel Propack,4.1,(327 Reviews),Public,"Mumbai,Maharashtra + 19 more",38 years old,1k-5k employees (India)
1113,Visionet Systems,3.7,(327 Reviews),Private,"Cranbury,New Jersey + 6 more",27 years old,1k-5k employees (India)
1114,Star Union Dai-ich...,3.7,(327 Reviews),Private,"Navi Mumbai,Maharashtra + 90 more",13 years old,1k-5k employees (India)
1115,Eris Lifesciences,3.9,(326 Reviews),Public,"Ahmedabad,Gujarat + 52 more",15 years old,1k-5k employees (India)
1116,Experis IT,3.2,(326 Reviews),Private,"Kolkata,West Bengal + 28 more",24 years old,1k-5k employees (Global)
1117,Mount Litera Zee S...,3.9,(326 Reviews),Private,Mumbai + 82 more,28 years old,501-1k employees (Global)
1118,Akal Information S...,4.5,(326 Reviews),Private,"Delhi/NCR,New Delhi + 16 more",23 years old,1k-5k employees (India)
1119,Bharti AXA General...,4.1,(326 Reviews),Mumbai + 69 more,14 years old,1k-5k employees (India),
1120,Timken,3.9,(326 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 21 more",24 years old,501-1k employees (India)
1121,Keihin Fie,4.3,(325 Reviews),Private,"Pune,Maharashtra + 13 more",66 years old,1k-5k employees (India)
1122,Lea Associates Sou...,4.2,(325 Reviews),Private,"Delhi/NCR,Delhi + 66 more",29 years old,51-200 employees (India)
1123,Pernod Ricard,4.1,(325 Reviews),Private,Paris + 65 more,47 years old,501-1k employees (India)
1124,First Advantage,3.7,(324 Reviews),Private,"Atlanta,Georgia + 7 more",19 years old,1k-5k employees (India)
1125,Chetu,3.6,(324 Reviews),Private,"Plantation,Florida + 3 more",22 years old,1k-5k employees (India)
1126,Baxter Internation...,4.0,(324 Reviews),Private,"Deerfield,Illinois + 21 more",26 years old,1k-5k employees (India)
1127,Morgan Stanley,3.9,(324 Reviews),Private,"New York,New York + 8 more",91 years old,5k-10k employees (India)
1128,Amul,4.2,(323 Reviews),Private,"Anand,Gujrat + 85 more",76 years old,501-1k employees (India)
1129,Bikanervala,3.9,(323 Reviews),Private,"Delhi/NCR,New Delhi + 30 more",72 years old,501-1k employees (India)
1130,Yatra,3.8,(323 Reviews),Private,"Gurgaon/Gurugram,Haryana + 18 more",16 years old,1k-5k employees (Global)
1131,Lanco Infratech,4.4,(323 Reviews),Public,"Gurgaon/Gurugram,Haryana + 28 more",36 years old,1k-5k employees (India)
1132,Vijai Electricals,3.8,(322 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 33 more",49 years old,501-1k employees (India)
1133,Michelin,3.6,(322 Reviews),Private,Clermont-Ferrand + 33 more,13 years old,5k-10k employees (India)
1134,TEKsystems,3.5,(322 Reviews),Private,"Hanover,Maryland + 7 more",39 years old,1k-5k employees (India)
1135,Gayatri Projects,4.0,(322 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 55 more",59 years old,1k-5k employees (India)
1136,WorleyParsons,3.7,(322 Reviews),Private,"North Sydney,North Sydney + 21 more",51 years old,1k-5k employees (India)
1137,First Flight Couri...,4.0,(322 Reviews),Private,"Mumbai,Maharashtra + 70 more",34 years old,5k-10k employees (Global)
1138,RAMTeCH Software S...,3.8,(322 Reviews),Private,"Noida,Uttar Pradesh + 18 more",30 years old,1k-5k employees (India)
1139,OLX,4.2,(322 Reviews),Private,"Amsterdam,North Holland + 39 more",16 years old,501-1k employees (India)
1140,Willis Towers Wats...,4.0,(321 Reviews),Private,London + 11 more,6 years old,1k-5k employees (India)
1141,Knorr-Bremse,4.1,(321 Reviews),Private,Munich + 15 more,9 years old,501-1k employees (India)
1142,Genesys Internatio...,3.7,(320 Reviews),Public,"Mumbai,Maharashtra + 9 more",27 years old,1k-5k employees (India)
1143,Nagarjuna Fertiliz...,4.3,(320 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 57 more",37 years old,1k-5k employees (Global)
1144,Aparna Constructio...,4.2,(320 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 19 more",26 years old,501-1k employees (India)
1145,Paras Hospital,4.0,(320 Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",16 years old,1k-5k employees (India)
1146,Integreon,3.6,(320 Reviews),Private,"Fargo,North Dakota + 6 more",22 years old,1k-5k employees (India)
1147,Vijaya Diagnostic ...,4.3,(319 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 18 more",41 years old,201-500 employees (India)
1148,Lovely Professiona...,3.7,(319 Reviews),Private,"Phagwara,Punjab + 14 more",17 years old,1k-5k employees (Global)
1149,Mu Sigma,3.3,(318 Reviews),Private,"Northbrook,Illinois + 2 more",18 years old,1k-5k employees (India)
1150,Transport Corporat...,4.0,(318 Reviews),Public,Gurgaon + 58 more,64 years old,5k-10k employees (India)
1151,MAHLE Behr India,4.3,(318 Reviews),JV,Pune + 7 more,25 years old,1k-5k employees (India)
1152,Creambell,3.8,(318 Reviews),Private,"Baddi,Himachal Pradesh + 55 more",31 years old,51-200 employees (India)
1153,General Mills,4.3,(318 Reviews),Private,"Minneapolis,Minnesota + 30 more",26 years old,1k-5k employees (India)
1154,Parag Milk Foods,3.6,(318 Reviews),Public,"Mumbai,Maharashtra + 47 more",30 years old,1k-5k employees (Global)
1155,Volvo,4.0,(317 Reviews),Private,"Gothenburg,Gothenburg + 28 more",24 years old,1k-5k employees (India)
1156,BSCPL Infrastructu...,4.1,(317 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 27 more",50 years old,51-200 employees (India)
1157,Westin,4.2,(317 Reviews),Private,"Kolkata,West Bengal + 24 more",92 years old,5k-10k employees (India)
1158,ICCS,3.3,(317 Reviews),Private,"Delhi/NCR,Delhi + 13 more",17 years old,1k-5k employees (Global)
1159,Union Bank of Indi...,3.7,(316 Reviews),Public,"Mumbai,Maharashtra + 73 more",103 years old,50k-1 Lakh employees (India)
1160,Jaro Education,3.3,(316 Reviews),Private,"Mumbai,Maharashtra + 13 more",13 years old,501-1k employees (India)
1161,Amphenol Interconn...,4.2,(316 Reviews),"Pune,Maharashtra + 5 more",50 years old,51-200 employees (India),
1162,Carborundum Univer...,4.2,(315 Reviews),Public,"Chennai,Tamil Nadu + 25 more",68 years old,1k-5k employees (India)
1163,Wockhardt Hospital,4.2,(315 Reviews),Private,"Mumbai,Maharashtra + 14 more",49 years old,1k-5k employees (India)
1164,Xoriant,4.1,(315 Reviews),Private,"Sunnyvale,California + 8 more",32 years old,1k-5k employees (India)
1165,Aisin Automotive H...,4.0,(315 Reviews),"Gurgaon/Gurugram,Haryana + 14 more",11 years old,201-500 employees (India),
1166,The Times of India,3.7,(315 Reviews),Private,New Delhi + 46 more,184 years old,10k-50k employees (Global)
1167,ChannelPlay,4.0,(315 Reviews),Private,"Gurgaon/Gurugram,Haryana + 41 more",16 years old,1k-5k employees (India)
1168,ZUVENTUS HEALTHCAR...,4.1,(315 Reviews),Private,"Mumbai,Maharashtra + 50 more",20 years old,1k-5k employees (India)
1169,Wockhardt Hospital,4.2,(315 Reviews),Private,"Mumbai,Maharashtra + 14 more",49 years old,1k-5k employees (India)
1170,Artech Infosystems,3.4,(314 Reviews),Private,"Morristown,New Jersey + 12 more",30 years old,5k-10k employees (Global)
1171,Deepak Nitrite,4.1,(314 Reviews),Public,"Vadodara/Baroda,Gujarat + 8 more",52 years old,1k-5k employees (India)
1172,Nissin Brake,3.9,(314 Reviews),Private,Nagano + 11 more,15 years old,201-500 employees (India)
1173,Westside,4.3,(314 Reviews),Private,Mumbai + 61 more,24 years old,5k-10k employees (India)
1174,ERA Group,3.5,(314 Reviews),Public,"Noida,Uttar Pradesh + 34 more",32 years old,1k-5k employees (Global)
1175,FirstCry,3.9,(314 Reviews),Private,Pune + 41 more,12 years old,1k-5k employees (India)
1176,Mynd Solutions Pri...,3.9,(313 Reviews),Private,"Delhi/NCR,Delhi + 22 more",20 years old,1k-5k employees (India)
1177,Somany Ceramics,4.3,(313 Reviews),Public,"Noida,Uttar Pradesh + 42 more",54 years old,1k-5k employees (India)
1178,ATS Infrastructure,4.2,(313 Reviews),Private,"Noida,Uttar Pradesh + 10 more",24 years old,501-1k employees (India)
1179,Samasta Microfinan...,4.1,(313 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 101 more",14 years old,1k-5k employees (India)
1180,Indo Autotech,4.1,(312 Reviews),Private,"Faridabad,Haryana + 15 more",48 years old,1k-5k employees (India)
1181,FIITJEE,3.4,(312 Reviews),Private,Delhi + 41 more,30 years old,1k-5k employees (India)
1182,Fusion Microfinanc...,4.2,(312 Reviews),Private,"Delhi/NCR,Delhi + 90 more",12 years old,5k-10k employees (India)
1183,CMS Computers Limi...,3.8,(312 Reviews),Private,"Mumbai,Maharashtra + 43 more",46 years old,1k-5k employees (Global)
1184,Steel Authority Of...,3.9,(311 Reviews),Public,"Delhi/NCR,Delhi + 24 more",68 years old,50k-1 Lakh employees (Global)
1185,Renovision Automat...,3.7,(311 Reviews),Private,New Delhi + 42 more,16 years old,1k-5k employees (India)
1186,Cairn Energy,4.1,(311 Reviews),Private,"Edinburgh,Edinburgh + 17 more",41 years old,1k-5k employees (India)
1187,Greenply,4.1,(311 Reviews),Public,"Gurgaon/Gurugram,Haryana + 52 more",38 years old,1k-5k employees (India)
1188,KMV Projects,4.0,(311 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 33 more",15 years old,1k-5k employees (India)
1189,NoBrokerHOOD,4.4,(311 Reviews),Pune + 16 more,501-1k employees (India),,
1190,Allscripts,4.3,(310 Reviews),Private,"Chicago,Illinois + 4 more",36 years old,1k-5k employees (India)
1191,MALABAR GOLD AND D...,3.9,(310 Reviews),Private,Kozhikode + 54 more,29 years old,10k-50k employees (Global)
1192,Kidzee,4.3,(310 Reviews),Private,"Ernakulam,Kerala + 83 more",19 years old,1k-5k employees (India)
1193,Indira IVF Hospita...,4.1,(310 Reviews),Private,"Udaipur,Rajasthan + 54 more",7 years old,1k-5k employees (Global)
1194,Epicenter Technolo...,3.6,(309 Reviews),Private,"Mumbai,Maharashtra + 4 more",21 years old,1k-5k employees (India)
1195,Sulekha.com,3.8,(309 Reviews),Private,Chennai + 18 more,15 years old,501-1k employees (India)
1196,EaseMyTrip.com,4.6,(309 Reviews),Public,New Delhi + 6 more,14 years old,201-500 employees (India)
1197,Diebold Nixdorf,4.0,(309 Reviews),Private,"North Canton,Ohio + 32 more",30 years old,1k-5k employees (India)
1198,Diageo,4.1,(308 Reviews),Public,London + 48 more,25 years old,1k-5k employees (India)
1199,Kohler,3.9,(308 Reviews),Private,"Kohler,Wisconsin + 22 more",149 years old,1k-5k employees (India)
1200,Bahwan Engineering...,4.0,(308 Reviews),Private,Ruwi + 18 more,45 years old,201-500 employees (India)
1201,India Cements,3.9,(307 Reviews),Public,"Chennai,Tamil Nadu + 48 more",76 years old,1k-5k employees (India)
1202,Mahendra’s Institu...,3.4,(307 Reviews),Private,"Lucknow,Uttar Pradesh + 77 more",14 years old,201-500 employees (India)
1203,Reliance Infrastru...,3.8,(307 Reviews),Public,"Mumbai,Maharashtra + 38 more",93 years old,5k-10k employees (Global)
1204,Tata Advanced Syst...,3.9,(307 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 12 more",15 years old,1k-5k employees (India)
1205,Page Industries,4.4,(307 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 42 more",28 years old,1k-5k employees (India)
1206,Godrej Properties,4.0,(307 Reviews),Public,"Mumbai,Maharashtra + 20 more",32 years old,1k-5k employees (India)
1207,Rashmi Metaliks,3.4,(306 Reviews),Private,"Kolkata,West Bengal + 12 more",18 years old,10k-50k employees (India)
1208,Cult.fit,4.0,(306 Reviews),Private,Bangalore + 18 more,6 years old,1k-5k employees (India)
1209,Sona Koyo Steering...,4.2,(306 Reviews),Private,"Gurgaon/Gurugram,Haryana + 14 more",38 years old,1k-5k employees (India)
1210,Franklin Templeton...,4.3,(306 Reviews),Private,San Mateo + 13 more,75 years old,1k-5k employees (India)
1211,Lakshmi Machine Wo...,4.0,(306 Reviews),Public,"Coimbatore,Tamil Nadu + 13 more",60 years old,1k-5k employees (India)
1212,Competent Software,3.8,(306 Reviews),Private,"Delhi/NCR,New Delhi + 6 more",30 years old,1k-5k employees (Global)
1213,Rico Auto Industri...,3.8,(306 Reviews),Public,"Gurgaon/Gurugram,Haryana + 17 more",39 years old,501-1k employees (India)
1214,Grant Thornton,3.8,(306 Reviews),Private,"Chicago,Illinois + 26 more",98 years old,1k-5k employees (India)
1215,Deepak Fertilisers...,4.0,(306 Reviews),Public,"Pune,Maharashtra + 32 more",43 years old,501-1k employees (India)
1216,Kunal Structure,3.8,(305 Reviews),Private,"Ahmedabad,Gujarat + 23 more",16 years old,201-500 employees (India)
1217,EMERSON PROCESS MA...,3.9,(304 Reviews),Public,"St. Louis,Missouri + 21 more",132 years old,5k-10k employees (India)
1218,PUMA,4.5,(304 Reviews),Private,"Herzogenaurach,Herzogenaurach + 52 more",74 years old,1k-5k employees (India)
1219,Federal Bank,4.3,(304 Reviews),Public,"Aluva,Kerala + 73 more",91 years old,10k-50k employees (India)
1220,Evolve Technologie...,4.0,(303 Reviews),Private,"Pune,Maharashtra + 42 more",31 years old,201-500 employees (India)
1221,NRB Bearings,4.3,(303 Reviews),Public,"Mumbai,Maharashtra + 16 more",57 years old,1k-5k employees (Global)
1222,ICICI Prudential M...,4.0,(303 Reviews),New Delhi + 86 more,29 years old,1k-5k employees (India),
1223,Blackberrys,3.7,(303 Reviews),Private,"Gurgaon/Gurugram,Haryana + 58 more",31 years old,501-1k employees (India)
1224,LifeCell Internati...,3.6,(302 Reviews),Private,Chennai + 54 more,18 years old,1k-5k employees (India)
1225,Scientific Publish...,3.8,(302 Reviews),Private,Chennai + 2 more,27 years old,1k-5k employees (India)
1226,Gestamp,3.9,(302 Reviews),Private,"Madrid,Community Of Madrid + 5 more",25 years old,501-1k employees (India)
1227,Knight Frank,4.2,(302 Reviews),Private,London + 26 more,126 years old,501-1k employees (India)
1228,Top Office Pros Bu...,4.9,(302 Reviews),Pune + 5 more,11-50 employees (India),,
1229,My Home Industries,4.2,(302 Reviews),Private,Hyderabad + 31 more,25 years old,1k-5k employees (Global)
1230,Google,4.3,(302 Reviews),Private,"Mountain View,California + 42 more",24 years old,10k-50k employees (India)
1231,Orient Technologie...,3.4,(301 Reviews),Private,"Mumbai,Maharashtra + 23 more",30 years old,1k-5k employees (India)
1232,Isuzu Motors,3.8,(301 Reviews),Private,Tokyo + 16 more,10 years old,501-1k employees (India)
1233,Shivam Autotech,3.9,(301 Reviews),Public,"Gurgaon/Gurugram,Haryana + 15 more",24 years old,501-1k employees (India)
1234,3M,4.2,(301 Reviews),Public,"Saint Paul,Minnesota + 35 more",35 years old,1k-5k employees (India)
1235,H&M,4.2,(301 Reviews),Private,"Stockholm,Stockholm + 27 more",75 years old,1k-5k employees (India)
1236,Pamac Finserve,3.6,(300 Reviews),Private,"Mumbai,Maharashtra + 42 more",27 years old,501-1k employees (India)
1237,Kantar,3.5,(300 Reviews),Private,"London,London + 23 more",30 years old,5k-10k employees (India)
1238,Hema Engineering I...,3.6,(300 Reviews),Private,"Gurgaon/Gurugram,Haryana + 21 more",38 years old,501-1k employees (Global)
1239,Coal India,4.1,(300 Reviews),Public,"Kolkata,West Bengal + 33 more",47 years old,1 Lakh+ employees (India)
1240,Rentokil Pest Cont...,3.9,(300 Reviews),Private,"Mumbai,Maharashtra + 68 more",68 years old,501-1k employees (India)
1241,Usha Martin,4.1,(299 Reviews),Public,"Kolkata,West Bengal + 21 more",61 years old,501-1k employees (India)
1242,Qatar Airways,4.3,(298 Reviews),Private,Doha + 12 more,29 years old,1k-5k employees (India)
1243,Centre for Develop...,3.8,(298 Reviews),Private,"Pune,Maharashtra + 19 more",34 years old,1k-5k employees (India)
1244,Happiest Minds Tec...,4.0,(298 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 9 more",11 years old,1k-5k employees (India)
1245,Bajaj Housing Fina...,3.8,(298 Reviews),Private,"Pune,Maharashtra + 75 more",14 years old,1k-5k employees (India)
1246,Riya Travel,3.6,(298 Reviews),Private,"Mumbai,Maharashtra + 30 more",42 years old,1k-5k employees (Global)
1247,Omax Autos,3.6,(297 Reviews),Public,"Gurgaon/Gurugram,Haryana + 13 more",39 years old,1k-5k employees (India)
1248,Sharda Motor Indus...,3.6,(297 Reviews),Public,"Delhi/NCR,Delhi + 22 more",36 years old,1k-5k employees (India)
1249,Paras Dairy,3.5,(297 Reviews),"Delhi/NCR,Delhi + 35 more",35 years old,501-1k employees (Global),
1250,Rane (Madras),4.0,(297 Reviews),Public,"Vallancherry,Tamil Nadu + 16 more",25 years old,1k-5k employees (India)
1251,Merino Industries,3.9,(296 Reviews),"Delhi/NCR,Delhi + 30 more",54 years old,1k-5k employees (Global),
1252,Amar Ujala,3.9,(296 Reviews),Public,"Noida,Uttar Pradesh + 37 more",74 years old,1k-5k employees (Global)
1253,CreditAccess Grame...,4.3,(296 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 83 more",23 years old,10k-50k employees (India)
1254,Ess Kay Fincorp,4.2,(296 Reviews),Public,Jaipur + 86 more,28 years old,5k-10k employees (India)
1255,Almarai,4.5,(295 Reviews),Private,"Riyadh,Central Province + 24 more",45 years old,501-1k employees (India)
